reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_036800.1	1	1481	1	1350	91.1546	0.911546	22.6	1.0	411470	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus	0.9115462525320729	0.28395366175981523	0.31150768375280474	0.0
NR_036818.1	1	1457	2	1382	94.8524	1.84146	39.3	1.0	167964	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila	1.8414550446122169	0.4861684093410381	0.26401318390230805	0.0
NR_036819.1	1	1445	2	1337	92.526	1.66644	27.6	1.0	1383	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae	1.6664359861591695	0.609737674225037	0.36589324719899435	0.0
NR_036820.1	1	1470	3	1467	99.7959	2.72925	24.7	0.667	633147	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	2.729251700680272	0.4936619907756254	0.18087814716853673	0.0
NR_036821.1	1	1437	3	1418	98.6778	2.69311	36.4	0.0	997349	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella profusa	2.693110647181628	0.5978748000654587	0.2220015730475618	0.0
NR_036827.1	1	1471	1	1220	82.9368	0.829368	26.8	1.0	64702	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium cyclohexanicum	0.8293677770224337	0.3761872771098188	0.45358318412175697	0.0
NR_036845.1	1	1496	1	1426	95.3209	0.953209	42.8	6.0	1345	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ferus	0.9532085561497327	0.21119186687151253	0.2215589290601562	0.0
NR_036846.1	1	1601	3	1419	88.6321	2.52592	41.1	1.0	190967	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus solfataricus	2.5259212991880076	0.9779499859108137	0.3871656596051466	0.0
NR_036860.1	1	1512	2	1254	82.9365	1.22884	38.9	24.0	77523	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus horti	1.2288359788359788	0.7195414615545073	0.5855471958398358	0.0
NR_036867.1	1	1508	1	1491	98.8727	0.988727	40.4	1.0	53367	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Asanoa	Asanoa ferruginea	0.9887267904509284	0.10557520682212365	0.10677894828153082	0.0
NR_036869.2	1	1507	13	1507	100.0	12.5063	37.5	4.38	84037	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Syntrophococcus	Syntrophococcus sucromutans	12.50630391506304	0.9811393620590474	0.07845158479455533	0.01
NR_036875.1	1	1547	82	1547	100.0	77.0207	38.3	3.23	209080	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei	77.02068519715579	7.85680416802976	0.10200901417480372	0.09
NR_036880.1	1	1513	1	1492	98.612	0.98612	40.2	1.0	1405	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	0.9861202908129544	0.11699172133073629	0.1186383876497346	0.0
NR_036891.1	1	1501	1	1209	80.5463	0.805463	36.9	58.0	35839	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga foetida	0.8054630246502332	0.3958438335651229	0.4914487958488416	0.0
NR_036896.1	1	1461	1	1257	86.037	0.86037	32.8	10.0	1184609	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Kineosphaera	Kineosphaera limosa	0.8603696098562629	0.34660315101286193	0.4028537817261665	0.0
NR_036924.1	1	1529	16	1529	100.0	14.5932	36.5	29.6	137591	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	14.593198168737738	2.490658710384043	0.1706725750986959	0.02
NR_036927.1	1	1516	1	1229	81.0686	0.810686	43.9	1.0	167642	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter polytropus	0.8106860158311345	0.3917578328087091	0.4832423714711172	0.0
NR_036928.1	1	1431	1	1284	89.7275	0.897275	42.9	1.0	154046	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella hathewayi	0.8972746331236897	0.30359984498750575	0.33835777116598187	0.0
NR_036930.1	1	1483	1	1234	83.2097	0.832097	40.6	1.0	34073	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	0.8320971004720162	0.3737800367302681	0.4492024266377533	0.0
NR_036934.1	1	1481	4	1480	99.9325	3.83592	37.6	2.0	33033	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	3.835921674544227	0.4568696639976417	0.11910296996664448	0.0
NR_036940.1	1	1525	5	1517	99.4754	4.89967	39.7	36.2	300825	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella lehensis	4.899672131147541	0.46493421785048705	0.09489088359502044	0.01
NR_036942.1	1	1485	1	1362	91.7172	0.917172	28.0	1.0	1476	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina psychrophila	0.9171717171717172	0.27562249253644194	0.3005135105848871	0.0
NR_036950.1	1	1380	6	1380	100.0	5.66304	39.7	8.33	36745	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	5.663043478260869	0.7519613086481552	0.13278395469410803	0.01
NR_036951.1	1	1381	18	1381	100.0	16.8718	37.4	3.11	169679	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	16.871832005792903	2.5497673879828047	0.15112569797443148	0.02
NR_036952.1	1	1524	1	353	23.1627	0.231627	38.4	1.0	340047	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum	0.2316272965879265	0.4218721276207941	1.8213402903515306	0.0
NR_036969.1	1	1504	1	1485	98.7367	0.987367	44.0	60.0	159728	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio cuneatus	0.9873670212765957	0.11168431658911881	0.11311327417510754	0.0
NR_036979.1	1	1497	19	1444	96.4596	15.8684	38.7	0.895	36848	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Oxalophagus	Oxalophagus oxalicus	15.868403473613894	6.286261567247515	0.3961495923455917	0.02
NR_036987.1	1	1524	1	1471	96.5223	0.965223	42.7	17.0	1479	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus smithii	0.9652230971128609	0.1832142732232302	0.18981546729585508	0.0
NR_036993.1	1	1500	2	1264	84.2667	1.61667	29.7	1.0	35517	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	unclassified Eubacteriales Family XIII. Incertae Sedis genus	[Eubacterium] brachy	1.6166666666666667	0.742331162996378	0.45917391525549156	0.0
NR_037003.1	1	1549	3	1548	99.9354	2.79987	38.2	1.0	160487	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus turicensis	2.7998708844415754	0.4739569936994536	0.1692781607656107	0.0
NR_037008.1	1	1561	1	1222	78.2832	0.782832	32.2	1.0	1121425	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus australicus	0.7828315182575273	0.4123182415078722	0.5267011251994996	0.0
NR_037018.1	1	1516	6	1490	98.285	5.02309	41.1	1.0	905	Bacteria	Bacillati	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans	5.023087071240106	1.6105260519229456	0.3206247530814426	0.01
NR_037028.1	1	1332	1	1262	94.7447	0.947447	36.3	1.0	79681	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella creatinophila	0.9474474474474475	0.22313848115635126	0.23551541751209182	0.0
NR_037052.1	1	1423	1	1092	76.7393	0.767393	29.5	1.0	198	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hyointestinalis	0.7673928320449754	0.42249387376738096	0.5505574930137208	0.0
NR_037059.1	1	1435	3	1112	77.4913	2.28084	32.7	0.0	945	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	2.280836236933798	1.2521265525078709	0.5489769639012511	0.0
NR_037068.1	1	1441	9	1441	100.0	8.62179	39.2	7.67	29375	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica	8.62179042331714	0.9405934388173885	0.10909490867159184	0.01
NR_037081.1	1	1450	4	1425	98.2759	3.90069	40.4	1.0	102134	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio gibsoniae	3.900689655172414	0.559371143427941	0.1434031396694686	0.0
NR_037086.1	1	1479	131	1479	100.0	124.13	37.9	8.71	1559	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tertium	124.13049357674105	12.713832014889372	0.10242311658117523	0.15
NR_037089.1	1	1500	3	1500	100.0	2.94133	37.8	2.67	84112	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	2.941333333333333	0.24336164218892548	0.08273854562180151	0.0
NR_037091.1	1	1477	1	1390	94.1097	0.941097	24.7	1.0	132925	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bowmanii	0.9410968178740691	0.23544340564426694	0.2501797914651671	0.0
NR_037096.1	1	1473	3	1472	99.9321	2.97556	41.8	1.0	150055	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	2.975560081466395	0.16708060531155708	0.05615097687061911	0.0
NR_040796.1	1	1588	1	1210	76.1965	0.761965	43.4	1.0	643648	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus	0.7619647355163728	0.4258808252854726	0.5589245872341575	0.0
NR_040797.1	1	1502	2	1496	99.6005	1.95273	37.6	4.0	1219356	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera butanivorans	1.9527296937416778	0.23027195213743473	0.11792310675432219	0.0
NR_040799.1	1	1505	1	1254	83.3223	0.833223	33.9	8.0	86175	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas pertucinogena	0.8332225913621263	0.37277701727159557	0.44739187479565495	0.0
NR_040816.1	1	1477	2	1465	99.1875	1.76303	36.5	11.5	1583	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	1.7630331753554502	0.44391744992998916	0.25179188692265514	0.0
NR_040836.1	1	1587	5	1538	96.9124	4.68116	37.8	8.8	1120997	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio lipolyticus	4.681159420289855	1.0074288230134945	0.21520925321340903	0.01
NR_040840.1	1	1532	1	1211	79.047	0.79047	31.7	1.0	370438	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum	0.7904699738903395	0.4069732107499785	0.5148496770181396	0.0
NR_040843.1	1	1357	45	1347	99.2631	41.9705	40.0	46.7	116087	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Gallicola	Gallicola barnesae	41.97052321296979	7.193341150759928	0.1713903139653268	0.05
NR_040851.1	1	1547	1	1396	90.2392	0.902392	43.8	1.0	1418	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	Caldalkalibacillus mannanilyticus	0.9023917259211377	0.2967842632455563	0.32888628598916586	0.0
NR_040855.1	1	1465	1	1209	82.5256	0.825256	42.6	1.0	1542	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi	0.8252559726962457	0.37974801148316706	0.4601578468344415	0.0
NR_040878.1	1	1427	1	1334	93.4828	0.934828	31.2	1.0	926550	Bacteria	Bacillati	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila	0.9348283111422565	0.24682856364118697	0.2640362521109249	0.0
NR_040886.1	1	1504	2	1501	99.8005	1.95013	42.4	13.0	44252	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus macerans	1.9501329787234043	0.22664876608471485	0.11622221077102322	0.0
NR_040890.1	1	1531	3	1521	99.3468	2.52515	35.2	8.67	46240	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus apiarius	2.5251469627694316	0.6121893989433019	0.2424371365189331	0.0
NR_040891.1	1	1531	1	1501	98.0405	0.980405	42.8	1.0	59840	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus curdlanolyticus	0.9804049640757675	0.13860400604369214	0.14137423934236687	0.0
NR_040896.1	1	1380	1	1148	83.1884	0.831884	45.4	0.0	180198	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Novispirillaceae	Novispirillum	Novispirillum itersonii	0.8318840579710145	0.3739692127230429	0.44954487243710733	0.0
NR_040897.1	1	1486	106	1486	100.0	100.685	35.4	4.64	180194	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria giesbergeri	100.6850605652759	9.015935060949031	0.08954590691340789	0.12
NR_040900.1	1	1475	17	1472	99.7966	15.7254	35.9	0.941	180197	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria anulus	15.72542372881356	2.581524527919594	0.16416247806343615	0.02
NR_040902.1	1	1510	13	1343	88.9404	10.9583	40.2	24.5	182264	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum	10.958278145695365	4.148435556329535	0.3785663679251585	0.01
NR_040903.1	1	1461	6	1459	99.8631	5.65572	33.1	36.2	183670	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Macromonas	Macromonas bipunctata	5.655715263518139	0.646066801350082	0.1142325543715926	0.01
NR_040925.1	1	1447	4	1383	95.5771	3.73255	41.7	1.0	694427	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes	3.7325501036627506	0.8819376521024108	0.23628287031886472	0.0
NR_040948.1	1	1483	1	1448	97.6399	0.976399	38.7	1.0	947009	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum terephthalicicum	0.9763991908293999	0.15180188067706135	0.15547112503044336	0.0
NR_040961.1	1	1540	6	1540	100.0	5.67662	36.2	27.2	51173	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus thermosphaericus	5.676623376623376	0.6236457752282332	0.10986210179037739	0.01
NR_040970.1	1	1428	1	1078	75.4902	0.754902	20.0	1.0	229919	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermolimosa	0.7549019607843137	0.4301453131074583	0.5698028822981915	0.0
NR_040971.1	1	1426	100	1425	99.9299	95.122	38.7	36.5	229920	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis	95.12201963534362	6.998936434101235	0.07357850959149215	0.11
NR_040972.1	1	1424	195	1424	100.0	188.055	38.0	26.9	229921	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica	188.05547752808988	13.690617873182173	0.07280095242712195	0.22
NR_040979.1	1	1486	6	1486	100.0	5.47174	33.1	0.667	54913	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus formosus	5.471736204576043	0.8047273350918366	0.147069833962178	0.01
NR_040981.1	1	1486	7	1486	100.0	6.94886	39.3	13.9	54914	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus parabrevis	6.94885598923284	0.22631856081679722	0.03256918277878759	0.01
NR_040983.1	1	1487	10	1487	100.0	9.55548	40.6	19.4	51101	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri	9.555480833893746	1.1157528365196732	0.11676574480292448	0.01
NR_040984.1	1	1486	1	1440	96.9044	0.969044	40.0	1.0	45462	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis	0.9690444145356663	0.17319739372431267	0.17873008824606154	0.0
NR_041000.1	1	1571	6	1474	93.8256	5.13877	34.0	13.5	258475	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum propionicicum	5.138765117759389	1.7696337381966107	0.34436945406997094	0.01
NR_041006.2	1	1515	1	1483	97.8878	0.978878	35.4	27.0	29369	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sardiniense	0.9788778877887789	0.14379140651289718	0.14689412061162455	0.0
NR_041011.1	1	1496	1	1477	98.7299	0.987299	37.9	60.0	265291	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas badia	0.9872994652406417	0.1119787085841977	0.11341919298710884	0.0
NR_041017.1	1	1467	126	1459	99.4547	119.991	38.6	22.3	266126	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Azonexus	Azonexus caeni	119.99113837764145	12.628099848884375	0.10524193719323387	0.14
NR_041019.1	1	1463	35	1463	100.0	33.6951	37.8	54.2	266128	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas koreensis	33.69514695830485	2.621749759226213	0.07780793366090452	0.04
NR_041023.1	1	1409	58	1164	82.6118	45.7502	34.1	3.78	1069081	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nitratiruptoraceae	Nitratiruptor	Nitratiruptor tergarcus	45.75017743080199	22.32360970718816	0.487945860777328	0.06
NR_041024.1	1	1439	4	1121	77.9013	3.09868	40.3	0.25	749222	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Nitratifractor	Nitratifractor salsuginis	3.098679638637943	1.660979116979495	0.5360280218285475	0.0
NR_041166.1	1	1455	1	1210	83.1615	0.831615	40.9	1.0	270689	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces aculeolatus	0.8316151202749141	0.37420771238051115	0.44997704257325927	0.0
NR_041235.1	1	1560	13	1357	86.9872	10.4929	37.1	0.923	720554	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio clariflavus	10.492948717948718	4.561398966965261	0.4347108796179246	0.01
NR_041236.1	1	1438	1	1314	91.3769	0.913769	21.8	1.0	1122184	Bacteria	Bacillati	Bacillota	Clostridia	Lutisporales	Lutisporaceae	Lutispora	Lutispora thermophila	0.913769123783032	0.2807046707908889	0.3071943048685679	0.0
NR_041238.1	1	1386	1	1143	82.4675	0.824675	44.1	0.0	290306	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus koreensis	0.8246753246753247	0.38024457070019163	0.4610839676207048	0.0
NR_041254.1	1	1528	3	1512	98.9529	2.22971	38.8	1.0	929712	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	Patulibacter minatonensis	2.2297120418848166	0.7861576789281538	0.3525826044620543	0.0
NR_041277.1	1	1490	6	1485	99.6644	5.75034	39.2	11.8	484018	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	5.750335570469798	0.7359989933858236	0.12799235529235262	0.01
NR_041278.1	1	1490	3	1478	99.1946	2.70604	38.3	26.3	470145	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola	2.706040268456376	0.5515357677217633	0.20381654114717937	0.0
NR_041306.1	1	1482	28	1482	100.0	26.3151	38.8	55.4	909663	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus aromaticivorans	26.315114709851553	2.900956311969122	0.1102391665001215	0.03
NR_041309.1	1	1479	1	1434	96.9574	0.969574	42.4	1.0	332095	Bacteria	Bacillati	Bacillota	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Dethiosulfatibacter	Dethiosulfatibacter aminovorans	0.9695740365111561	0.1717562931441474	0.17714613497921478	0.0
NR_041320.1	1	1455	28	1455	100.0	26.9643	37.1	16.4	947010	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum isophthalicicum	26.96426116838488	2.0303778161024484	0.07529884848033702	0.03
NR_041337.1	1	1511	1	1443	95.4997	0.954997	42.2	1.0	349313	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Krasilnikovia	Krasilnikovia cinnamomea	0.9549966909331569	0.2073113871447428	0.21708073872190323	0.0
NR_041340.1	1	1453	11	1452	99.9312	9.71094	36.0	1.0	351091	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes	9.710942876806607	2.283215637303486	0.23511781155223002	0.01
NR_041342.1	1	1488	2	1462	98.2527	1.95968	42.9	1.0	823	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	1.9596774193548387	0.271372265890265	0.13847802868474426	0.0
NR_041354.1	1	1425	13	1423	99.8596	12.4961	37.2	17.4	360411	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Bellilinea caldifistulae	12.496140350877193	1.2913283713903927	0.1033381776397658	0.01
